As_true	As_pre	sentence	true_ner	predict_ner
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i loved the pumpkin ravioli and the goat cheese gnocchi ( 5 big ones to a plate instead of 20 or so little gnocchis ) and my sister loved her filet mignon on top of spinach and mashed potatoes. [SEP]	O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] – i loved the pumpkin ravioli and the goat cheese gnocchi ( 5 big ones to a plate instead of 20 or so little gnocchis ) and my sister loved her filet mignon on top of spinach and mashed potatoes. [SEP]	O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i loved the pumpkin ravioli and the goat cheese gnocchi ( 5 big ones to a plate instead of 20 or so little gnocchis ) and my sister loved her filet mignon on top of spinach and mashed potatoes. [SEP]	O O O O O O O B-EO O O O O O O O O O O O O B-EO O O O O O O B-EO O O O O B-EO I-EO I-EO I-EO I-EO I-EO I-EO I-EO I-EO O O	O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O
FOOD#STYLE_OPTIONS#NEUTRAL	FOOD#STYLE_OPTIONS#NEUTRAL	[CLS] not the biggest portions but adequate. [SEP]	O O O O B-EO O O O O	O O O O B-EO O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] go with some friends, wait the half hour or so with a cup of joe, and enjoy more than your average breakfast. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O	O O O O O O O O O O O O O O O O O O O O O O O O B-EO O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] go with some friends, wait the half hour or so with a cup of joe, and enjoy more than your average breakfast. [SEP]	O O O O O O O O O O O O O O O O O O O B-NULL O O O O O O O	O O O O O O O O O O O O O O O O O O O B-NULL O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] great service. [SEP]	O O B-EO O O	O O B-EO O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we were then charged for their most expensive sake ( $ 20 + per serving ) when we in fact drank a sake of less than half that price. [SEP]	O O O O O O O O B-NULL O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] delicious [SEP]	O B-NULL O	O B-NULL O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the chicken curry and chicken tikka masala are my favorite meat dishes. [SEP]	O O B-EO I-EO O B-EO O O O O O O O O O	O O B-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the chicken curry and chicken tikka masala are my favorite meat dishes. [SEP]	O O B-EO O O B-EO I-EO I-EO O O O O O O O	O O B-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] best restaurant in the world, great decor, great customer service, friendly manager [SEP]	O O B-EO O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] best restaurant in the world, great decor, great customer service, friendly manager [SEP]	O O O O O O O O B-EO O O O O O O O O	O O O O O O O O B-EO O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] best restaurant in the world, great decor, great customer service, friendly manager [SEP]	O O O O O O O O O O O B-EO I-EO O O O O	O O O O O O O O O O O B-EO I-EO O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] best restaurant in the world, great decor, great customer service, friendly manager [SEP]	O O O O O O O O O O O O O O O B-EO O	O O O O O O O O O O O O O O O B-EO O
DRINKS#QUALITY#POSITIVE	DRINKS#QUALITY#POSITIVE	[CLS] drinks were good. [SEP]	O B-EO O O O O	O B-EO O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] the presentation of the food was an added bonus, it looked just as great as it tasted! [SEP]	O O O O O B-EO O O O O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the presentation of the food was an added bonus, it looked just as great as it tasted! [SEP]	O O O O O B-EO O O O O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] even then, the order was not correct and we were still waiting for a couple items. [SEP]	O O O O O O O O O O O O O B-NULL O O O O O O	O O O O O O O O O O O O O B-NULL O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] – we were treated very rudely here one time for breakfast. [SEP]	O O O O O O B-NULL O O O O O O O	O O O O B-NULL O B-NULL O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] great food, spectacular location, and friendly service keep us coming back year after year. [SEP]	O O B-EO O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O
LOCATION#GENERAL#POSITIVE	LOCATION#GENERAL#POSITIVE	[CLS] great food, spectacular location, and friendly service keep us coming back year after year. [SEP]	O O O O O B-EO O O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] great food, spectacular location, and friendly service keep us coming back year after year. [SEP]	O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O B-EO O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] wow!!!!!!!! [SEP]	O B-NULL O O O O O O O O O	O B-NULL O O O O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] – save yourself the waste of time & do not visit. [SEP]	O O O O O O O O O B-NULL I-NULL I-NULL O O	O O O O O O O O O B-NULL I-NULL I-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] food was good and cheap. [SEP]	O B-EO O O O O O O	O B-EO O O O O O O
FOOD#PRICES#POSITIVE	FOOD#PRICES#POSITIVE	[CLS] food was good and cheap. [SEP]	O B-EO O O O O O O	O B-EO O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] mmm... good! [SEP]	O O O O O B-NULL O O	O O O O O B-NULL O O
LOCATION#GENERAL#POSITIVE	LOCATION#GENERAL#POSITIVE	[CLS] its great if you spent the day there and did nt want to drive to eat. [SEP]	O O B-NULL O O O O O O O O O O O O O O O O	O O B-NULL O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] all considered, i have to say that ray s boathouse is deserving of its title as a seattle institution. [SEP]	O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O	O O O O O O O O O B-EO I-EO I-EO O O O O O O O O O O O
FOOD#PRICES#POSITIVE	FOOD#PRICES#POSITIVE	[CLS] great value sushi with high quality & nice setting. [SEP]	O O O B-EO O O O O O O O O	O O O B-EO O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] great value sushi with high quality & nice setting. [SEP]	O O O B-EO O O O O O O O O	O O O B-EO O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] great value sushi with high quality & nice setting. [SEP]	O O O O O O O O O B-EO O O	O O O O O O O O O B-EO O O
FOOD#STYLE_OPTIONS#NEUTRAL	FOOD#STYLE_OPTIONS#NEUTRAL	[CLS] it was so much though that i could barely finish but i did, since it was delicious. [SEP]	O O O B-NULL I-NULL O O O O O O O O O O O O O O O O	O O O B-NULL I-NULL O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] it was so much though that i could barely finish but i did, since it was delicious. [SEP]	O O O O O O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O O O O O O B-NULL O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i love this restaurant [SEP]	O O O O B-EO O	O O O O B-EO O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] not recommanded!!! [SEP]	O B-NULL I-NULL O O O O	O B-NULL I-NULL O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] we stood there for 10 minutes while employees walked back and forth ignoring us. [SEP]	O O O O O O O O B-EO O O O O O O O O	O O O O O O O O O O O O O B-NULL O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] my g / f and i both agreed the food was very mediocre especially considering the price. [SEP]	O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O B-EO O O O O O O O O O
FOOD#PRICES#NEGATIVE	FOOD#PRICES#NEGATIVE	[CLS] my g / f and i both agreed the food was very mediocre especially considering the price. [SEP]	O O O O O O O O O O B-EO O O O O O O O O O	O O O O O O O O O O B-EO O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – the food is here is incredible, though the quality is inconsistent during lunch. [SEP]	O O O B-EO O O O O O O O O O O O O O O	O O O B-EO O O O O O O O O O O O O O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] – the food is here is incredible, though the quality is inconsistent during lunch. [SEP]	O O O O O O O O O O O O O O O B-EO O O	O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i have not a bad thing to say about this place. [SEP]	O O O O O O O O O O O B-EO O O	O O O O O O O O O O O B-EO O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] the only problem is you really have to warm up the pizza before it s edible, even when you order ahead. [SEP]	O O O O O O O O O O O O B-EO O O O O O O O O O O O O	O O O O O O O O O O O O B-EO O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] – this is my ` ` must bring out of town guests to ` ` restaurant and they always enjoy and rave about it. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O	O O O O O O O O O O O O O O O O B-EO O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i had the kafta plate and i enjoyed it. [SEP]	O O O O B-EO I-EO O O O O O O	O O O O B-EO I-EO O O O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] it was clear he didn ’ t really care. [SEP]	O O O O O B-NULL O B-NULL I-NULL I-NULL O O	O O O O O B-NULL O O I-NULL I-NULL O O
FOOD#QUALITY#NEGATIVE	FOOD#QUALITY#NEGATIVE	[CLS] the caesar salad i ordered had so much lemon i could nt eat it. [SEP]	O O B-EO I-EO O O O O O O O O O O O O O	O O B-EO I-EO O O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] our server continued to be attentive throughout the night, but i did remain puzzled by one issue : who thinks that ray s is an appropriate place to take young children for dinner? [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#MISCELLANEOUS#NEUTRAL	RESTAURANT#MISCELLANEOUS#NEUTRAL	[CLS] our server continued to be attentive throughout the night, but i did remain puzzled by one issue : who thinks that ray s is an appropriate place to take young children for dinner? [SEP]	O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O B-EO I-EO O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] good food, great service, average prices ( for the strip ) [SEP]	O O B-EO O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] good food, great service, average prices ( for the strip ) [SEP]	O O O O O B-EO O O O O O O O O O	O O O O O B-EO O O O O O O O O O
RESTAURANT#PRICES#NEUTRAL	RESTAURANT#PRICES#NEUTRAL	[CLS] good food, great service, average prices ( for the strip ) [SEP]	O O O O O O O B-NULL O O O O O O O	O O O O O O O B-NULL O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] 6 pm on a sat before a broadway play and we were quickly seated and served. [SEP]	O O O O O O O O O O B-NULL O O B-NULL I-NULL I-NULL I-NULL O O	O O O O O O O O O O O O O O O O I-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] they pay such detail to everything from miso soup to complex rolls. [SEP]	O O O O O O O O B-EO I-EO O O O O O	O O O O O O O O B-EO I-EO O O I-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] they pay such detail to everything from miso soup to complex rolls. [SEP]	O O O O O O O O O O O O B-EO O O	O O O O O O O O B-EO O O O I-EO O O
RESTAURANT#PRICES#POSITIVE	RESTAURANT#PRICES#POSITIVE	[CLS] $ 6 with tip. [SEP]	O B-NULL I-NULL O O O O	O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] the atmosphere was great. [SEP]	O O B-EO O O O O	O O B-EO O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] in other words, if they aren t making $ $ off of you then you do nt rate high on their service scale. [SEP]	O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O	O O O O O O O O O O O O O O O O O O O O O O O B-EO O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – i really enjoyed my meal here. [SEP]	O O O O O O B-EO O O O	O O O O O O B-EO O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] the music playing was very hip, 20 - 30 something pop music, but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner. [SEP]	O O B-EO O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
AMBIENCE#GENERAL#NEGATIVE	AMBIENCE#GENERAL#NEGATIVE	[CLS] the music playing was very hip, 20 - 30 something pop music, but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner. [SEP]	O O O O O O O O O O O O O O O O B-EO I-EO I-EO I-EO I-EO I-EO O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] holy hummus! [SEP]	O O B-EO O O	O O B-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] for my entr & eacute ; e, i completely enjoyed the seared alaskan sea scallops complemented by chard, artichoke hearts, fennel, and pecorino toscano. [SEP]	O O O O O O O O O O O O O B-EO I-EO I-EO I-EO O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-EO O O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] for my entr & eacute ; e, i completely enjoyed the seared alaskan sea scallops complemented by chard, artichoke hearts, fennel, and pecorino toscano. [SEP]	O O O O O O O O O O O O O B-EO I-EO I-EO I-EO O O O O O O O O O O O O O O	O O O O O O O O O O O O O B-EO I-EO I-EO I-EO O O O O O O O O O O O O O O
AMBIENCE#GENERAL#NEUTRAL	AMBIENCE#GENERAL#NEUTRAL	[CLS] the decor is rustic, traditional japanese. [SEP]	O O B-EO O O O O O O O	O O B-EO O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] not only can the selection be innovative, but there s a nice balance of traditional sushi as well. [SEP]	O O O O O B-EO O O O O O O O O O O O O O O O O	O O O O O B-EO O O O O O O O O O O O O O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] not only can the selection be innovative, but there s a nice balance of traditional sushi as well. [SEP]	O O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O O O O B-EO I-EO I-EO I-EO O O O O
FOOD#STYLE_OPTIONS#POSITIVE	FOOD#STYLE_OPTIONS#POSITIVE	[CLS] not only can the selection be innovative, but there s a nice balance of traditional sushi as well. [SEP]	O O O O O O O O O O O O O O O O O B-EO O O O O	O O O O O O O O O O O O O O O O O I-EO O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] you are likely to be disappointed. [SEP]	O O O O O O B-NULL O O	O O O O O O B-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the food is great, the bartenders go that extra mile. [SEP]	O O B-EO O O O O O O O O O O O	O O B-EO O O O O O O O O O O O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] the food is great, the bartenders go that extra mile. [SEP]	O O O O O O O B-EO O O O O O O	O O O O O O O B-EO O O O O O O
DRINKS#STYLE_OPTIONS#POSITIVE	DRINKS#STYLE_OPTIONS#POSITIVE	[CLS] the restaurant offers an extensive wine list and an ambiance you wo nt forget! [SEP]	O O O O O O B-EO I-EO O O O O O O O O O	O O O O O O B-EO I-EO O O O O O O O O O
AMBIENCE#GENERAL#POSITIVE	AMBIENCE#GENERAL#POSITIVE	[CLS] the restaurant offers an extensive wine list and an ambiance you wo nt forget! [SEP]	O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O B-EO O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the naan was some of the best i ve had and i really enjoyed the bhartha, not too tomatoey. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O O O	O O B-EO O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the naan was some of the best i ve had and i really enjoyed the bhartha, not too tomatoey. [SEP]	O O O O O O O O O O O O O O O O B-EO O O O O O O	O O O O O O O O O O O O O O O O B-EO O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] to the owners of open sesame... bravo... i ca nt wait to come back to dine at your restaurant! [SEP]	O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O O O O	O O O O O B-EO I-EO O O O O O O O O O O O O O O O O O O B-EO O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] the fish was fresh, though it was cut very thin. [SEP]	O O B-EO O O O O O O O O O O O	O O B-EO O O O O O O O O O O O
FOOD#STYLE_OPTIONS#NEGATIVE	FOOD#STYLE_OPTIONS#NEGATIVE	[CLS] the fish was fresh, though it was cut very thin. [SEP]	O O B-EO O O O O O O O O O O O	O O B-EO O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] been there lots since and its always a good time. [SEP]	O O O O O O O O O B-NULL I-NULL O O	O O O O O O O O O B-NULL O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] my favortie pizza joint in seattle [SEP]	O O O B-EO I-EO O O O	O O O B-EO I-EO O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] i highly recommend this place to all that want to try indain food for the first time. [SEP]	O O O O O O O O O O O O B-EO I-EO O O O O O O	O O O O O O O O O O O O O B-EO O O O O O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] overrated [SEP]	O B-NULL O	O B-NULL O
SERVICE#GENERAL#POSITIVE	SERVICE#GENERAL#POSITIVE	[CLS] worst service i ever had [SEP]	O O B-EO O O O O	O O B-EO O O O O
SERVICE#GENERAL#NEGATIVE	SERVICE#GENERAL#NEGATIVE	[CLS] as it turns out the owner was seated right next to us and when he came over to check on our problems was very dismissive and offered a token 20 % discount on our bill. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B-EO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RESTAURANT#GENERAL#POSITIVE	RESTAURANT#GENERAL#POSITIVE	[CLS] i went there with some friends one night to play bingo and watch the sox game and it was a blast! [SEP]	O O O O O O O O O O O O O O O O O O O O O B-NULL O O	O O O O O O O O O O O O O O O O O O O O O B-NULL O O
RESTAURANT#GENERAL#NEGATIVE	RESTAURANT#GENERAL#NEGATIVE	[CLS] completely over rated! [SEP]	O O B-NULL I-NULL O O	O B-NULL B-NULL I-NULL O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – eggs, pancakes, potatoes, fresh fruit and yogurt - - everything they serve is delicious. [SEP]	O O B-EO O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – eggs, pancakes, potatoes, fresh fruit and yogurt - - everything they serve is delicious. [SEP]	O O O O B-EO O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – eggs, pancakes, potatoes, fresh fruit and yogurt - - everything they serve is delicious. [SEP]	O O O O O O B-EO O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
FOOD#QUALITY#POSITIVE	FOOD#QUALITY#POSITIVE	[CLS] – eggs, pancakes, potatoes, fresh fruit and yogurt - - everything they serve is delicious. [SEP]	O O O O O O O O B-EO I-EO O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O
